Head Ratio,Head Tilt,Shoulders Tilt,Neck Tilt,Neck Ratio,Neck Depth,Shoulders Depth,Target
0.20522411043519387,0.21619743986440695,0.016406097895280445,0.2526654807299808,0.534961955400321,0.35452183896778594,1.3538132444201278,2
0.20354624665000598,0.3502889680024259,0.14666166816736595,0.39782150296536667,0.6278079372920917,0.3980353614748766,1.244676722461639,3
0.16057832974580807,0.014400426325220853,0.0029698814765736765,0.004390473897030621,0.9129703349387894,0.6301271737907095,1.124977774372615,0
0.2566978873189697,0.8580245781331881,0.18228799270547036,0.45781444895298035,0.6797921535881281,0.36732990369458046,1.2123607135060062,1
0.20133797671162032,0.32623094133973846,0.24202183047178671,0.5652047698475089,0.500104916047089,0.24685882425784839,0.77909219743503,2
0.29168403805536947,1.2667017600855992,0.8114100019760269,1.1991830550066485,0.3899605401558071,0.1825382224964054,0.5322111847785015,3
0.2317828660179371,0.07401031156032586,0.024338168883447843,0.0698764320769725,0.8738054297610482,0.5348968307836086,1.102395782615693,0
0.23151919957605716,0.9190566584696548,0.3093049257911543,0.40463726216877327,0.7261964102173697,0.457492924890264,1.3684720401667012,1
0.1967064257792796,0.3776676376519073,0.2507726414885072,0.49966600628428715,0.5485433613845224,0.39916070014891397,0.9021960140707275,2
0.29558380679502116,1.2476770502365016,0.7979528199274597,1.087455566757704,0.4225783958124264,0.21321426295122264,0.6211239055154134,3
0.22251872522186672,0.0273302467027646,0.0069009970281365155,0.09130104769324322,0.8996826469674672,0.5359789924638632,1.5234973559906138,0
0.24062005623537114,0.7844008163210843,0.20297532212994512,0.4857673179654077,0.6163950918841461,0.30089243415891254,1.3204568027013273,1
0.19756002318627353,0.37550806825770233,0.02442754564879786,0.39076024624387223,0.6368154502773967,0.32134085612448515,0.9338646704822372,2
0.20430141838801885,0.3942662090574205,0.3446418714396003,0.22289891864522998,0.5808257877344369,0.4961876287008476,1.0739080303923272,3
0.24013384444608146,0.031209261044362974,0.044431243469473886,0.031500975206866455,0.8737355852935775,0.5366795738624691,1.4079102603942781,0
0.28581835206155226,0.7736640145290586,0.11007058329297906,0.6272784112708596,0.3765860841768698,0.18745317341215575,1.2623965404878734,1
0.2852528663896449,0.019392260346348084,0.13174883445441454,0.8899852865682808,0.16370786562104148,0.0904519083586965,1.4380231632050222,2
0.2765205240467758,0.15146400944142352,0.20423435358044262,0.19487396803012566,0.8164444712935104,0.46207156996852,0.5918041727811597,3
0.22326754101935822,0.04050940313754976,0.025436236899481067,0.034244359335579226,0.8425962994029448,0.5414531415829728,1.5344739270761647,0
0.2957804587090893,1.0245775435035944,0.5515616342471819,0.6765996918913642,0.649664532458555,0.35148426655064186,1.5499551347166987,1
0.29410930676372693,1.141890141927593,0.7726438480271605,0.9663006442536249,0.4510185204687677,0.23846634817219273,0.7302290299706993,3
0.21851589690987994,0.054608154944022845,0.03362042468015089,0.03279679944606252,0.8676853469314469,0.49032066128811297,1.416459840122664,0
0.2298497201921512,0.991647748450068,0.25880260215176687,0.5516890074109626,0.6120984537752677,0.33888263877125896,1.2203545985943374,1
0.21197424779747853,0.11667251628690724,0.3335109092824623,0.011226125053191533,0.7067776340346069,0.507751640131562,0.9306271049979136,3
0.21822843014125157,0.08501064722622971,0.01953881341563163,0.027512878702700454,0.8970887978743695,0.46178741665365397,1.3329557989628356,0
0.2600677665759653,0.8413105719748386,0.19538117453489473,0.3963367580614302,0.7279086524697544,0.48517482939265516,1.4963991496842273,1
0.22403779503324078,0.5992388791930692,0.10075304819921246,0.5459255388727672,0.40823515324416265,0.1716702783989479,1.2496960117411515,2
0.1977581273982771,0.3083261174251478,0.08694971832796854,0.2103552241470022,0.5807654193730547,0.30802800300985833,1.4405777925005459,3
